"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0291743170638559,0.129958321466267,0.352487857583619,0.499116029944554,1.40355635015661,172,"ENSMUSG00000068227;ENSMUSG00000033538;ENSMUSG00000028268;ENSMUSG00000025888;ENSMUSG00000027078;ENSMUSG00000021109;ENSMUSG00000021356;ENSMUSG00000024079;ENSMUSG00000034855;ENSMUSG00000029084;ENSMUSG00000032369;ENSMUSG00000039853;ENSMUSG00000024789;ENSMUSG00000031628;ENSMUSG00000062939;ENSMUSG00000032089;ENSMUSG00000019947;ENSMUSG00000029417;ENSMUSG00000073002;ENSMUSG00000027962;ENSMUSG00000032184;ENSMUSG00000025076;ENSMUSG00000060591;ENSMUSG00000021196;ENSMUSG00000039304;ENSMUSG00000024338;ENSMUSG00000016496;ENSMUSG00000030156;ENSMUSG00000021025;ENSMUSG00000033355;ENSMUSG00000050732;ENSMUSG00000064215;ENSMUSG00000074151"
"HALLMARK_ALLOGRAFT_REJECTION",0.0396634615384615,0.161959134615385,0.248911114434702,0.485510979781713,1.35615989343058,160,"ENSMUSG00000068227;ENSMUSG00000026770;ENSMUSG00000014599;ENSMUSG00000056737;ENSMUSG00000034394;ENSMUSG00000020077;ENSMUSG00000021109;ENSMUSG00000016529;ENSMUSG00000030830;ENSMUSG00000075122;ENSMUSG00000021356;ENSMUSG00000026117;ENSMUSG00000026012;ENSMUSG00000050232;ENSMUSG00000048376;ENSMUSG00000024789;ENSMUSG00000042228;ENSMUSG00000062939;ENSMUSG00000030268;ENSMUSG00000028874;ENSMUSG00000029417;ENSMUSG00000023274;ENSMUSG00000049103;ENSMUSG00000038843;ENSMUSG00000017146;ENSMUSG00000015437"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0473225404732254,0.17836957562985,0.231126709673834,0.509337101504194,1.38843396311707,129,"ENSMUSG00000068227;ENSMUSG00000015340;ENSMUSG00000029468;ENSMUSG00000026358;ENSMUSG00000014599;ENSMUSG00000034394;ENSMUSG00000026475;ENSMUSG00000021109;ENSMUSG00000016529;ENSMUSG00000025321;ENSMUSG00000027215;ENSMUSG00000015316;ENSMUSG00000037759;ENSMUSG00000024079;ENSMUSG00000033350;ENSMUSG00000035107;ENSMUSG00000003206;ENSMUSG00000034855;ENSMUSG00000019943;ENSMUSG00000026166;ENSMUSG00000019256;ENSMUSG00000024402;ENSMUSG00000042228;ENSMUSG00000032089;ENSMUSG00000029417;ENSMUSG00000002602"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0634796955043583,0.222178934265254,0.287805130535564,-0.560423879809578,-1.46270360355785,31,"ENSMUSG00000027985;ENSMUSG00000034245;ENSMUSG00000022346;ENSMUSG00000020918;ENSMUSG00000002799;ENSMUSG00000000782"
"HALLMARK_GLYCOLYSIS",0.0806845965770171,0.263569682151589,0.172324344900946,0.469416450336517,1.2994958056173,146,"ENSMUSG00000032420;ENSMUSG00000032374;ENSMUSG00000019942;ENSMUSG00000022793;ENSMUSG00000033350;ENSMUSG00000005087;ENSMUSG00000028175;ENSMUSG00000021591;ENSMUSG00000015112;ENSMUSG00000009630;ENSMUSG00000061731;ENSMUSG00000000628;ENSMUSG00000028367;ENSMUSG00000031349;ENSMUSG00000021196;ENSMUSG00000035105;ENSMUSG00000020330;ENSMUSG00000024892;ENSMUSG00000072115;ENSMUSG00000028693;ENSMUSG00000045382;ENSMUSG00000024038;ENSMUSG00000026864;ENSMUSG00000036599;ENSMUSG00000028832;ENSMUSG00000023456;ENSMUSG00000035232;ENSMUSG00000032294;ENSMUSG00000039236;ENSMUSG00000027997;ENSMUSG00000021065;ENSMUSG00000039910;ENSMUSG00000032458;ENSMUSG00000033059;ENSMUSG00000062070;ENSMUSG00000022982;ENSMUSG00000017210;ENSMUSG00000028307;ENSMUSG00000033684;ENSMUSG00000041936;ENSMUSG00000026335;ENSMUSG00000029992;ENSMUSG00000063229;ENSMUSG00000007617;ENSMUSG00000035547;ENSMUSG00000024782"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0923694779116466,0.282881526104418,0.16823816568964,0.548727548103394,1.37325231036924,59,"ENSMUSG00000026483;ENSMUSG00000022636;ENSMUSG00000027907;ENSMUSG00000032369;ENSMUSG00000056749;ENSMUSG00000024378;ENSMUSG00000027533;ENSMUSG00000029338;ENSMUSG00000031349;ENSMUSG00000028211;ENSMUSG00000038539;ENSMUSG00000027276;ENSMUSG00000001467;ENSMUSG00000035232;ENSMUSG00000027712;ENSMUSG00000018920;ENSMUSG00000025203"
"HALLMARK_MYC_TARGETS_V1",0.103354602032304,0.297904441151935,0.287805130535564,-0.319243947136156,-1.11159211237227,201,"ENSMUSG00000067274;ENSMUSG00000012848;ENSMUSG00000052146;ENSMUSG00000057113;ENSMUSG00000028495;ENSMUSG00000030512;ENSMUSG00000029614;ENSMUSG00000025794;ENSMUSG00000059070;ENSMUSG00000022346;ENSMUSG00000030744;ENSMUSG00000020372;ENSMUSG00000027405;ENSMUSG00000027566;ENSMUSG00000028936;ENSMUSG00000025967;ENSMUSG00000062006;ENSMUSG00000033732;ENSMUSG00000037851;ENSMUSG00000022471;ENSMUSG00000017221;ENSMUSG00000034681;ENSMUSG00000057130;ENSMUSG00000024436;ENSMUSG00000074656;ENSMUSG00000004865;ENSMUSG00000001416;ENSMUSG00000001674"
"HALLMARK_SPERMATOGENESIS",0.11051930758988,0.300858115105785,0.152144922367565,0.517849722880738,1.32753070376784,77,"ENSMUSG00000043050;ENSMUSG00000029687;ENSMUSG00000019942;ENSMUSG00000034906;ENSMUSG00000029275;ENSMUSG00000026622;ENSMUSG00000028678;ENSMUSG00000037628;ENSMUSG00000027379;ENSMUSG00000032218;ENSMUSG00000026159;ENSMUSG00000056999;ENSMUSG00000059970;ENSMUSG00000034842;ENSMUSG00000032555;ENSMUSG00000067702;ENSMUSG00000032959;ENSMUSG00000025757;ENSMUSG00000009073;ENSMUSG00000027719;ENSMUSG00000008892"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.122373300370828,0.315594300956346,0.138022242496643,0.459590320263149,1.25831876988937,135,"ENSMUSG00000002489;ENSMUSG00000020914;ENSMUSG00000028456;ENSMUSG00000063873;ENSMUSG00000026463;ENSMUSG00000017499;ENSMUSG00000024222;ENSMUSG00000020577;ENSMUSG00000003032;ENSMUSG00000023243;ENSMUSG00000024789;ENSMUSG00000005087;ENSMUSG00000037852;ENSMUSG00000027533;ENSMUSG00000020484;ENSMUSG00000034266;ENSMUSG00000024907;ENSMUSG00000053646;ENSMUSG00000054065;ENSMUSG00000060675;ENSMUSG00000076441;ENSMUSG00000054252;ENSMUSG00000028718;ENSMUSG00000029378;ENSMUSG00000031176;ENSMUSG00000032578;ENSMUSG00000034320;ENSMUSG00000031751;ENSMUSG00000001247;ENSMUSG00000025555;ENSMUSG00000025402;ENSMUSG00000029201;ENSMUSG00000004610;ENSMUSG00000018900;ENSMUSG00000025278;ENSMUSG00000057963;ENSMUSG00000023942;ENSMUSG00000020142;ENSMUSG00000024525"
"HALLMARK_MYC_TARGETS_V2",0.131274131274131,0.321621621621622,0.245041785430996,-0.446742233436123,-1.28827652996828,57,"ENSMUSG00000057113;ENSMUSG00000024613;ENSMUSG00000028261;ENSMUSG00000055491;ENSMUSG00000001436;ENSMUSG00000022346;ENSMUSG00000057421;ENSMUSG00000027405;ENSMUSG00000020430;ENSMUSG00000027227;ENSMUSG00000041057"
