"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","comparison"
"HALLMARK_COAGULATION",0.462365591397849,0.629330943847073,0.0630790410571939,0.398735323454755,1.00095392637955,61,"ENSMUSG00000016534;ENSMUSG00000019960;ENSMUSG00000040249;ENSMUSG00000019843;ENSMUSG00000021939;ENSMUSG00000024371;ENSMUSG00000021877;ENSMUSG00000005103;ENSMUSG00000072115;ENSMUSG00000000957;ENSMUSG00000031066;ENSMUSG00000042312;ENSMUSG00000031445;ENSMUSG00000006356;ENSMUSG00000031555;ENSMUSG00000021477;ENSMUSG00000031196;ENSMUSG00000022912;ENSMUSG00000039007;ENSMUSG00000028779;ENSMUSG00000035547;ENSMUSG00000027249;ENSMUSG00000020120;ENSMUSG00000018648","exTreg_vs_Never_Treg"
"HALLMARK_APOPTOSIS",0.496871088861076,0.635975609756098,0.0562940749700968,0.361398104740814,0.981774225981645,127,"ENSMUSG00000033538;ENSMUSG00000020914;ENSMUSG00000054717;ENSMUSG00000025888;ENSMUSG00000030208;ENSMUSG00000010609;ENSMUSG00000048376;ENSMUSG00000024521;ENSMUSG00000029084;ENSMUSG00000005087;ENSMUSG00000031628;ENSMUSG00000005413;ENSMUSG00000028864;ENSMUSG00000025076;ENSMUSG00000017146;ENSMUSG00000015312;ENSMUSG00000039304;ENSMUSG00000096210;ENSMUSG00000089682;ENSMUSG00000017466;ENSMUSG00000027330","exTreg_vs_Never_Treg"
"HALLMARK_ANDROGEN_RESPONSE",0.505194805194805,0.635975609756098,0.0572461135202884,0.375423868777294,0.976722550301795,87,"ENSMUSG00000055435;ENSMUSG00000040274;ENSMUSG00000062210;ENSMUSG00000024222;ENSMUSG00000027087;ENSMUSG00000033910;ENSMUSG00000038587;ENSMUSG00000063177;ENSMUSG00000019947;ENSMUSG00000096210;ENSMUSG00000001542;ENSMUSG00000032849;ENSMUSG00000026385;ENSMUSG00000001729;ENSMUSG00000027030;ENSMUSG00000034320","exTreg_vs_Never_Treg"
"HALLMARK_XENOBIOTIC_METABOLISM",0.51,0.635975609756098,0.135740943810425,-0.292378133099927,-0.988484938625855,134,"ENSMUSG00000017493;ENSMUSG00000002769;ENSMUSG00000001552;ENSMUSG00000021646;ENSMUSG00000019768;ENSMUSG00000032204;ENSMUSG00000000301;ENSMUSG00000074207;ENSMUSG00000036216;ENSMUSG00000025934;ENSMUSG00000024413;ENSMUSG00000016194","exTreg_vs_Never_Treg"
"HALLMARK_MTORC1_SIGNALING",0.519163763066202,0.635975609756098,0.0508054139066364,0.342079234977727,0.978607694995885,189,"ENSMUSG00000026483;ENSMUSG00000020649;ENSMUSG00000032374;ENSMUSG00000030103;ENSMUSG00000007458;ENSMUSG00000021591;ENSMUSG00000001918;ENSMUSG00000056749;ENSMUSG00000030268;ENSMUSG00000022372;ENSMUSG00000024378;ENSMUSG00000020484;ENSMUSG00000000628;ENSMUSG00000030867;ENSMUSG00000030560;ENSMUSG00000027379;ENSMUSG00000035105;ENSMUSG00000028932;ENSMUSG00000072082;ENSMUSG00000057666;ENSMUSG00000024640;ENSMUSG00000059182;ENSMUSG00000045382;ENSMUSG00000022769;ENSMUSG00000003814;ENSMUSG00000001128;ENSMUSG00000029446;ENSMUSG00000026864;ENSMUSG00000001467;ENSMUSG00000023067;ENSMUSG00000026755;ENSMUSG00000020142;ENSMUSG00000023456","exTreg_vs_Never_Treg"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.584474885844749,0.698518766009578,0.119348440591015,-0.29682845943958,-0.956795066386,105,"ENSMUSG00000057113;ENSMUSG00000045983;ENSMUSG00000053289;ENSMUSG00000034994;ENSMUSG00000027405;ENSMUSG00000042406;ENSMUSG00000024560;ENSMUSG00000079339;ENSMUSG00000040010;ENSMUSG00000025451;ENSMUSG00000049396;ENSMUSG00000022884;ENSMUSG00000037851","exTreg_vs_Never_Treg"
"HALLMARK_APICAL_JUNCTION",0.61439588688946,0.716795201371037,0.0477342401407188,0.342612899042138,0.921297219351029,119,"ENSMUSG00000025809;ENSMUSG00000023022;ENSMUSG00000006411;ENSMUSG00000027962;ENSMUSG00000009621;ENSMUSG00000038387;ENSMUSG00000059430;ENSMUSG00000029151;ENSMUSG00000026875;ENSMUSG00000021549;ENSMUSG00000059182;ENSMUSG00000030403;ENSMUSG00000032174;ENSMUSG00000016496;ENSMUSG00000028656;ENSMUSG00000020150;ENSMUSG00000031555;ENSMUSG00000053137;ENSMUSG00000020716;ENSMUSG00000034868;ENSMUSG00000025372;ENSMUSG00000030516;ENSMUSG00000009073;ENSMUSG00000016933;ENSMUSG00000019312;ENSMUSG00000040907;ENSMUSG00000032737;ENSMUSG00000004665","exTreg_vs_Never_Treg"
"HALLMARK_KRAS_SIGNALING_DN",0.641261498028909,0.730739846591083,0.046788296531803,0.347268451677749,0.894051158094287,80,"ENSMUSG00000026285;ENSMUSG00000009731;ENSMUSG00000021313;ENSMUSG00000075122;ENSMUSG00000025314;ENSMUSG00000033350;ENSMUSG00000007035;ENSMUSG00000054252;ENSMUSG00000020100;ENSMUSG00000029151;ENSMUSG00000003282;ENSMUSG00000044468;ENSMUSG00000009628;ENSMUSG00000030592;ENSMUSG00000055170;ENSMUSG00000059305;ENSMUSG00000020150;ENSMUSG00000043079;ENSMUSG00000041439;ENSMUSG00000031833;ENSMUSG00000003526","exTreg_vs_Never_Treg"
"HALLMARK_BILE_ACID_METABOLISM",0.672413793103448,0.748824451410658,0.0450442767152794,0.341594886488891,0.86668457281617,70,"ENSMUSG00000046876;ENSMUSG00000029499;ENSMUSG00000031618;ENSMUSG00000005907;ENSMUSG00000042289;ENSMUSG00000018796;ENSMUSG00000018800;ENSMUSG00000035540;ENSMUSG00000023045;ENSMUSG00000022244;ENSMUSG00000029311;ENSMUSG00000028127;ENSMUSG00000041809;ENSMUSG00000031378;ENSMUSG00000018733;ENSMUSG00000023942;ENSMUSG00000067825;ENSMUSG00000017453;ENSMUSG00000022982;ENSMUSG00000046532;ENSMUSG00000030545","exTreg_vs_Never_Treg"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.825192802056555,0.898543273350471,0.0341204536062472,0.296556635718455,0.780187439913449,94,"ENSMUSG00000002489;ENSMUSG00000043733;ENSMUSG00000019942;ENSMUSG00000022372;ENSMUSG00000027999;ENSMUSG00000063358;ENSMUSG00000059883;ENSMUSG00000001729;ENSMUSG00000045382;ENSMUSG00000003814;ENSMUSG00000025949;ENSMUSG00000038696;ENSMUSG00000024697;ENSMUSG00000023067;ENSMUSG00000029465;ENSMUSG00000000869;ENSMUSG00000022841;ENSMUSG00000040385;ENSMUSG00000030595","exTreg_vs_Never_Treg"
"HALLMARK_ADIPOGENESIS",0.908982035928144,0.968263473053892,0.0257629629837414,0.267527930923192,0.750634268231289,167,"ENSMUSG00000028223;ENSMUSG00000027709;ENSMUSG00000033685;ENSMUSG00000001211;ENSMUSG00000064289;ENSMUSG00000001918;ENSMUSG00000033938;ENSMUSG00000005873;ENSMUSG00000024962;ENSMUSG00000021957;ENSMUSG00000028557;ENSMUSG00000022508;ENSMUSG00000001127;ENSMUSG00000028551;ENSMUSG00000026688;ENSMUSG00000026880;ENSMUSG00000041028;ENSMUSG00000028607;ENSMUSG00000030630;ENSMUSG00000004610;ENSMUSG00000023089;ENSMUSG00000028339;ENSMUSG00000002985;ENSMUSG00000022437;ENSMUSG00000029385;ENSMUSG00000025780;ENSMUSG00000028494;ENSMUSG00000041426;ENSMUSG00000022982;ENSMUSG00000059534;ENSMUSG00000027900;ENSMUSG00000005514;ENSMUSG00000026773;ENSMUSG00000018339","exTreg_vs_Never_Treg"
"HALLMARK_DNA_REPAIR",0.994736842105263,1,0.0946646223153342,-0.208182935105368,-0.707286744949856,139,"ENSMUSG00000022994;ENSMUSG00000017697;ENSMUSG00000025134;ENSMUSG00000019841;ENSMUSG00000021540;ENSMUSG00000021694;ENSMUSG00000024177;ENSMUSG00000024833;ENSMUSG00000028525;ENSMUSG00000066278;ENSMUSG00000034345;ENSMUSG00000029821;ENSMUSG00000048100","exTreg_vs_Never_Treg"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.998841251448436,1,0.0183208529217527,0.204894021424717,0.587650315018601,195,"ENSMUSG00000028223;ENSMUSG00000033938;ENSMUSG00000025076;ENSMUSG00000018770;ENSMUSG00000061518;ENSMUSG00000024132;ENSMUSG00000026688;ENSMUSG00000015790;ENSMUSG00000026926;ENSMUSG00000000563;ENSMUSG00000017778;ENSMUSG00000026032;ENSMUSG00000004610;ENSMUSG00000027673;ENSMUSG00000023089;ENSMUSG00000025968;ENSMUSG00000016319;ENSMUSG00000018574;ENSMUSG00000027099;ENSMUSG00000008892;ENSMUSG00000059534;ENSMUSG00000031818;ENSMUSG00000031352;ENSMUSG00000005514;ENSMUSG00000063229;ENSMUSG00000016252;ENSMUSG00000025745;ENSMUSG00000033845;ENSMUSG00000039016;ENSMUSG00000030246;ENSMUSG00000006057;ENSMUSG00000029632;ENSMUSG00000032314;ENSMUSG00000025651;ENSMUSG00000001750;ENSMUSG00000031633;ENSMUSG00000031333;ENSMUSG00000020544;ENSMUSG00000034566;ENSMUSG00000022022;ENSMUSG00000046516;ENSMUSG00000059363;ENSMUSG00000022956","exTreg_vs_Never_Treg"
"HALLMARK_UV_RESPONSE_UP",1,1,0.086794975677172,-0.200273045015097,-0.671420402718763,125,"ENSMUSG00000027347;ENSMUSG00000060216;ENSMUSG00000075232;ENSMUSG00000027381;ENSMUSG00000020886;ENSMUSG00000070939;ENSMUSG00000026202;ENSMUSG00000038319;ENSMUSG00000040713;ENSMUSG00000005469;ENSMUSG00000051147;ENSMUSG00000018167;ENSMUSG00000024391;ENSMUSG00000033735;ENSMUSG00000015837;ENSMUSG00000039656;ENSMUSG00000079507;ENSMUSG00000036698;ENSMUSG00000037772;ENSMUSG00000036078;ENSMUSG00000030711;ENSMUSG00000020307;ENSMUSG00000010097;ENSMUSG00000041571;ENSMUSG00000031880;ENSMUSG00000035150;ENSMUSG00000030530;ENSMUSG00000054364;ENSMUSG00000021282","exTreg_vs_Never_Treg"
"HALLMARK_IL2_STAT5_SIGNALING",4.03299326568607e-09,1.97616670018617e-07,0.761460801445585,0.848182633485212,2.23006493459121,185,"ENSMUSG00000026770;ENSMUSG00000068227;ENSMUSG00000026011;ENSMUSG00000031932;ENSMUSG00000025810;ENSMUSG00000028268;ENSMUSG00000029075;ENSMUSG00000025997;ENSMUSG00000032420;ENSMUSG00000005947;ENSMUSG00000026009;ENSMUSG00000037820;ENSMUSG00000020027;ENSMUSG00000038172;ENSMUSG00000032261;ENSMUSG00000062661;ENSMUSG00000002578;ENSMUSG00000054469;ENSMUSG00000035473;ENSMUSG00000002489;ENSMUSG00000056737;ENSMUSG00000045573;ENSMUSG00000069833;ENSMUSG00000016529;ENSMUSG00000032578;ENSMUSG00000015396;ENSMUSG00000014599;ENSMUSG00000040592;ENSMUSG00000024235;ENSMUSG00000066026;ENSMUSG00000002365;ENSMUSG00000055407;ENSMUSG00000003153;ENSMUSG00000047898;ENSMUSG00000024014;ENSMUSG00000025068;ENSMUSG00000019256;ENSMUSG00000034394;ENSMUSG00000032220;ENSMUSG00000024098;ENSMUSG00000011256;ENSMUSG00000028108;ENSMUSG00000025780;ENSMUSG00000022636;ENSMUSG00000059325;ENSMUSG00000026475;ENSMUSG00000029204;ENSMUSG00000028602;ENSMUSG00000041954;ENSMUSG00000021356;ENSMUSG00000026073;ENSMUSG00000039899;ENSMUSG00000030029;ENSMUSG00000017499;ENSMUSG00000032369;ENSMUSG00000068129;ENSMUSG00000028278;ENSMUSG00000068923;ENSMUSG00000023830;ENSMUSG00000079110;ENSMUSG00000030208;ENSMUSG00000061436;ENSMUSG00000035901;ENSMUSG00000028480;ENSMUSG00000020009;ENSMUSG00000026875;ENSMUSG00000037706;ENSMUSG00000021759;ENSMUSG00000015355;ENSMUSG00000067336;ENSMUSG00000006651;ENSMUSG00000037370;ENSMUSG00000019817;ENSMUSG00000056749;ENSMUSG00000057329;ENSMUSG00000020484;ENSMUSG00000031015;ENSMUSG00000022015;ENSMUSG00000028965;ENSMUSG00000029994","Recent_Treg_vs_Never_Treg"
"HALLMARK_ALLOGRAFT_REJECTION",0.00638583552280133,0.106326800249645,0.407017918923954,0.635703356795993,1.66312662615803,160,"ENSMUSG00000026770;ENSMUSG00000068227;ENSMUSG00000049103;ENSMUSG00000056737;ENSMUSG00000016529;ENSMUSG00000014599;ENSMUSG00000034394;ENSMUSG00000075122;ENSMUSG00000027249;ENSMUSG00000021356;ENSMUSG00000030268;ENSMUSG00000015437;ENSMUSG00000048376;ENSMUSG00000017146;ENSMUSG00000020009;ENSMUSG00000024334;ENSMUSG00000028270;ENSMUSG00000020077","Recent_Treg_vs_Never_Treg"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00650980409691704,0.106326800249645,0.407017918923954,0.693880901929506,1.6769793054353,62,"ENSMUSG00000026770;ENSMUSG00000014599;ENSMUSG00000024235;ENSMUSG00000024014;ENSMUSG00000026073;ENSMUSG00000003206;ENSMUSG00000020009;ENSMUSG00000032175;ENSMUSG00000053113;ENSMUSG00000021756;ENSMUSG00000028599;ENSMUSG00000000791","Recent_Treg_vs_Never_Treg"
"HALLMARK_G2M_CHECKPOINT",0.0145106535425612,0.165455761138872,0.380730400722792,0.600254989869538,1.57558474166025,192,"ENSMUSG00000032783;ENSMUSG00000031004;ENSMUSG00000020914;ENSMUSG00000029687;ENSMUSG00000027878;ENSMUSG00000034349;ENSMUSG00000001403;ENSMUSG00000019942;ENSMUSG00000032586;ENSMUSG00000012443;ENSMUSG00000017499;ENSMUSG00000037894;ENSMUSG00000000028;ENSMUSG00000027490;ENSMUSG00000057406;ENSMUSG00000030867;ENSMUSG00000045103;ENSMUSG00000028678;ENSMUSG00000023015;ENSMUSG00000017716;ENSMUSG00000027306;ENSMUSG00000036768;ENSMUSG00000026605;ENSMUSG00000026622;ENSMUSG00000002835;ENSMUSG00000069662;ENSMUSG00000018362;ENSMUSG00000021109;ENSMUSG00000028693;ENSMUSG00000028702;ENSMUSG00000022033;ENSMUSG00000027715;ENSMUSG00000062248;ENSMUSG00000020897;ENSMUSG00000032402;ENSMUSG00000037628;ENSMUSG00000024660;ENSMUSG00000032113;ENSMUSG00000037313;ENSMUSG00000028312;ENSMUSG00000027379","Recent_Treg_vs_Never_Treg"
"HALLMARK_E2F_TARGETS",0.0182097372189104,0.165455761138872,0.352487857583619,0.603647468992516,1.58632476247289,199,"ENSMUSG00000051378;ENSMUSG00000005233;ENSMUSG00000031004;ENSMUSG00000020914;ENSMUSG00000020649;ENSMUSG00000029687;ENSMUSG00000034349;ENSMUSG00000038252;ENSMUSG00000021569;ENSMUSG00000019942;ENSMUSG00000054717;ENSMUSG00000035683;ENSMUSG00000037894;ENSMUSG00000017146;ENSMUSG00000022797;ENSMUSG00000030867;ENSMUSG00000028678;ENSMUSG00000023015;ENSMUSG00000017716;ENSMUSG00000074476;ENSMUSG00000022021;ENSMUSG00000018362;ENSMUSG00000028633;ENSMUSG00000028693;ENSMUSG00000068101;ENSMUSG00000023104;ENSMUSG00000029516;ENSMUSG00000027203;ENSMUSG00000062248;ENSMUSG00000026429;ENSMUSG00000020897;ENSMUSG00000037628;ENSMUSG00000032113;ENSMUSG00000028175;ENSMUSG00000038644;ENSMUSG00000037313","Recent_Treg_vs_Never_Treg"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0202598891190456,0.165455761138872,0.352487857583619,-0.592378857017914,-1.66469127020009,31,"ENSMUSG00000000782;ENSMUSG00000027985;ENSMUSG00000030170;ENSMUSG00000021224;ENSMUSG00000020918","Recent_Treg_vs_Never_Treg"
"HALLMARK_APICAL_SURFACE",0.0308455105714945,0.171573077421865,0.352487857583619,0.754980977731512,1.66369358039389,23,"ENSMUSG00000068227;ENSMUSG00000035107;ENSMUSG00000039166;ENSMUSG00000017146","Recent_Treg_vs_Never_Treg"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0347533632286996,0.171573077421865,0.257206466468838,0.617457704688603,1.5558464930126,90,"ENSMUSG00000028268;ENSMUSG00000014599;ENSMUSG00000027078;ENSMUSG00000024079;ENSMUSG00000032369;ENSMUSG00000043953;ENSMUSG00000039853;ENSMUSG00000028270;ENSMUSG00000039682;ENSMUSG00000039236;ENSMUSG00000017830;ENSMUSG00000060591;ENSMUSG00000022906;ENSMUSG00000024338;ENSMUSG00000039697;ENSMUSG00000025888;ENSMUSG00000041135;ENSMUSG00000034422;ENSMUSG00000022587;ENSMUSG00000026029;ENSMUSG00000057137;ENSMUSG00000064215;ENSMUSG00000031813;ENSMUSG00000035692;ENSMUSG00000037321","Recent_Treg_vs_Never_Treg"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0357529794149512,0.171573077421865,0.248911114434702,0.576378636788197,1.49268978792674,135,"ENSMUSG00000037820;ENSMUSG00000024935;ENSMUSG00000002489;ENSMUSG00000032578;ENSMUSG00000066026;ENSMUSG00000042474;ENSMUSG00000052302;ENSMUSG00000018428;ENSMUSG00000042105;ENSMUSG00000030029;ENSMUSG00000063873;ENSMUSG00000041782;ENSMUSG00000040918;ENSMUSG00000018900;ENSMUSG00000039474;ENSMUSG00000057329;ENSMUSG00000020484;ENSMUSG00000063415;ENSMUSG00000020142;ENSMUSG00000023243;ENSMUSG00000003585;ENSMUSG00000060675;ENSMUSG00000021756;ENSMUSG00000030693;ENSMUSG00000029378;ENSMUSG00000015093;ENSMUSG00000042784;ENSMUSG00000003032;ENSMUSG00000048490;ENSMUSG00000037465;ENSMUSG00000068740;ENSMUSG00000024034;ENSMUSG00000003271;ENSMUSG00000047281;ENSMUSG00000037419;ENSMUSG00000045136;ENSMUSG00000050953;ENSMUSG00000031751","Recent_Treg_vs_Never_Treg"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0375782881002088,0.171573077421865,0.237793834423688,0.560817570241264,1.47127519118336,172,"ENSMUSG00000068227;ENSMUSG00000028268;ENSMUSG00000027639;ENSMUSG00000027078;ENSMUSG00000024014;ENSMUSG00000021356;ENSMUSG00000024079;ENSMUSG00000074151;ENSMUSG00000030156;ENSMUSG00000039899;ENSMUSG00000032369;ENSMUSG00000038058;ENSMUSG00000019947;ENSMUSG00000021025;ENSMUSG00000039853;ENSMUSG00000073002;ENSMUSG00000039682;ENSMUSG00000053113;ENSMUSG00000039236;ENSMUSG00000021109;ENSMUSG00000017830;ENSMUSG00000060591;ENSMUSG00000027962;ENSMUSG00000031628;ENSMUSG00000024338;ENSMUSG00000032089;ENSMUSG00000025888;ENSMUSG00000041515;ENSMUSG00000041135;ENSMUSG00000028163;ENSMUSG00000022901;ENSMUSG00000034422;ENSMUSG00000022587;ENSMUSG00000037649;ENSMUSG00000025076;ENSMUSG00000026029;ENSMUSG00000064215;ENSMUSG00000105096;ENSMUSG00000032184;ENSMUSG00000026580;ENSMUSG00000026104;ENSMUSG00000027678","Recent_Treg_vs_Never_Treg"
"HALLMARK_HEDGEHOG_SIGNALING",0.0385164051355207,0.171573077421865,0.276500599254472,0.734038437234649,1.57145753110547,20,"ENSMUSG00000025810;ENSMUSG00000040274;ENSMUSG00000021549;ENSMUSG00000040289;ENSMUSG00000048895;ENSMUSG00000025969;ENSMUSG00000016028;ENSMUSG00000029121","Recent_Treg_vs_Never_Treg"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0518763796909492,0.211828550404709,0.206587922696891,0.558551899921069,1.43440937641373,129,"ENSMUSG00000068227;ENSMUSG00000026358;ENSMUSG00000024402;ENSMUSG00000029468;ENSMUSG00000016529;ENSMUSG00000015340;ENSMUSG00000014599;ENSMUSG00000019256;ENSMUSG00000034394;ENSMUSG00000035107;ENSMUSG00000015316;ENSMUSG00000026166;ENSMUSG00000026475;ENSMUSG00000024079;ENSMUSG00000030156;ENSMUSG00000003206;ENSMUSG00000043953;ENSMUSG00000024486;ENSMUSG00000019943;ENSMUSG00000000555;ENSMUSG00000021025;ENSMUSG00000015355;ENSMUSG00000040552;ENSMUSG00000028965;ENSMUSG00000079071;ENSMUSG00000021109;ENSMUSG00000044827;ENSMUSG00000028599;ENSMUSG00000032089;ENSMUSG00000037759;ENSMUSG00000019969;ENSMUSG00000041135;ENSMUSG00000028163;ENSMUSG00000060477;ENSMUSG00000001156;ENSMUSG00000022587;ENSMUSG00000037418;ENSMUSG00000025321;ENSMUSG00000033350;ENSMUSG00000050675;ENSMUSG00000002602;ENSMUSG00000039942;ENSMUSG00000075701;ENSMUSG00000024462;ENSMUSG00000024927","Recent_Treg_vs_Never_Treg"
"HALLMARK_MITOTIC_SPINDLE",0.129399585921325,0.435028248587571,0.120985142145252,0.469888340467516,1.23562541673099,186,"ENSMUSG00000002489;ENSMUSG00000026131;ENSMUSG00000020914;ENSMUSG00000027878;ENSMUSG00000034349;ENSMUSG00000032220;ENSMUSG00000027381;ENSMUSG00000036777;ENSMUSG00000019942;ENSMUSG00000012443;ENSMUSG00000040549;ENSMUSG00000027699;ENSMUSG00000020021;ENSMUSG00000039536;ENSMUSG00000030867;ENSMUSG00000029414;ENSMUSG00000028678;ENSMUSG00000023015;ENSMUSG00000017716;ENSMUSG00000027306;ENSMUSG00000036768;ENSMUSG00000026605;ENSMUSG00000026622;ENSMUSG00000041992;ENSMUSG00000069662;ENSMUSG00000021549;ENSMUSG00000041598;ENSMUSG00000059495;ENSMUSG00000058056;ENSMUSG00000031787;ENSMUSG00000031389;ENSMUSG00000024660;ENSMUSG00000025162;ENSMUSG00000027379;ENSMUSG00000041064;ENSMUSG00000027475;ENSMUSG00000032218;ENSMUSG00000029684;ENSMUSG00000059981;ENSMUSG00000059248;ENSMUSG00000035437;ENSMUSG00000021288;ENSMUSG00000020849","Recent_Treg_vs_Never_Treg"
"HALLMARK_UV_RESPONSE_DN",0.131756756756757,0.435028248587571,0.12563992130984,0.497279702102966,1.25919835302652,98,"ENSMUSG00000025810;ENSMUSG00000062995;ENSMUSG00000037940;ENSMUSG00000027878;ENSMUSG00000050965;ENSMUSG00000019943;ENSMUSG00000026478;ENSMUSG00000032231;ENSMUSG00000009621;ENSMUSG00000026463;ENSMUSG00000029994;ENSMUSG00000046876;ENSMUSG00000024190;ENSMUSG00000032263;ENSMUSG00000039943;ENSMUSG00000054894;ENSMUSG00000028163;ENSMUSG00000032402;ENSMUSG00000026393;ENSMUSG00000028698","Recent_Treg_vs_Never_Treg"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.13317191283293,0.435028248587571,0.130105630751129,0.541619859534558,1.3044505303711,59,"ENSMUSG00000026483;ENSMUSG00000022636;ENSMUSG00000032369;ENSMUSG00000027533;ENSMUSG00000001467;ENSMUSG00000024378;ENSMUSG00000056749;ENSMUSG00000031349;ENSMUSG00000028211;ENSMUSG00000062480;ENSMUSG00000031168;ENSMUSG00000027276;ENSMUSG00000006517;ENSMUSG00000038539;ENSMUSG00000025203;ENSMUSG00000028967;ENSMUSG00000041939;ENSMUSG00000017390","Recent_Treg_vs_Never_Treg"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.145598194130926,0.445894469525959,0.118815039412263,0.502963512243966,1.26486933184215,88,"ENSMUSG00000032420;ENSMUSG00000037820;ENSMUSG00000056737;ENSMUSG00000026131;ENSMUSG00000027878;ENSMUSG00000028108;ENSMUSG00000032374;ENSMUSG00000057163;ENSMUSG00000017009;ENSMUSG00000000555;ENSMUSG00000006651;ENSMUSG00000026478;ENSMUSG00000033684;ENSMUSG00000027962;ENSMUSG00000029378","Recent_Treg_vs_Never_Treg"
"HALLMARK_COAGULATION",0.179518072289157,0.517434443656981,0.109250039480711,0.517859722174134,1.24987306513284,61,"ENSMUSG00000027249;ENSMUSG00000022912;ENSMUSG00000039007;ENSMUSG00000015889;ENSMUSG00000019960;ENSMUSG00000031445;ENSMUSG00000024371;ENSMUSG00000035547;ENSMUSG00000005103;ENSMUSG00000021477;ENSMUSG00000050675;ENSMUSG00000026715;ENSMUSG00000006356;ENSMUSG00000028914;ENSMUSG00000016534;ENSMUSG00000036402","Recent_Treg_vs_Never_Treg"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.20251572327044,0.543900543900544,0.104343952581949,0.523533977529221,1.22093947642719,43,"ENSMUSG00000053158;ENSMUSG00000021591;ENSMUSG00000064065;ENSMUSG00000018339;ENSMUSG00000018819;ENSMUSG00000018585;ENSMUSG00000028367;ENSMUSG00000075701;ENSMUSG00000005161","Recent_Treg_vs_Never_Treg"
"HALLMARK_PANCREAS_BETA_CELLS",0.216129032258065,0.543900543900544,0.170932335370056,-0.518864292435683,-1.25409431742397,15,"ENSMUSG00000021587;ENSMUSG00000044167;ENSMUSG00000025724","Recent_Treg_vs_Never_Treg"
"HALLMARK_HYPOXIA",0.23009814612868,0.543900543900544,0.0883594442500905,0.446083538147454,1.15101759893657,133,"ENSMUSG00000037820;ENSMUSG00000003153;ENSMUSG00000024014;ENSMUSG00000021591;ENSMUSG00000028278;ENSMUSG00000047557;ENSMUSG00000050965;ENSMUSG00000017009;ENSMUSG00000001020;ENSMUSG00000056749;ENSMUSG00000057329;ENSMUSG00000020186;ENSMUSG00000038587;ENSMUSG00000032231;ENSMUSG00000039236;ENSMUSG00000024190;ENSMUSG00000032763;ENSMUSG00000003271;ENSMUSG00000039308;ENSMUSG00000033350;ENSMUSG00000000628;ENSMUSG00000040435;ENSMUSG00000032373;ENSMUSG00000032238;ENSMUSG00000029385;ENSMUSG00000057666;ENSMUSG00000028967;ENSMUSG00000028307;ENSMUSG00000019916;ENSMUSG00000030096;ENSMUSG00000052684;ENSMUSG00000061731;ENSMUSG00000017390;ENSMUSG00000026864;ENSMUSG00000048756;ENSMUSG00000028494","Recent_Treg_vs_Never_Treg"
"HALLMARK_SPERMATOGENESIS",0.233100233100233,0.543900543900544,0.0913924325943768,0.468316232018011,1.1588915333817,77,"ENSMUSG00000029687;ENSMUSG00000043050;ENSMUSG00000029275;ENSMUSG00000034906;ENSMUSG00000019942;ENSMUSG00000058396;ENSMUSG00000028678;ENSMUSG00000026622;ENSMUSG00000020396;ENSMUSG00000037628;ENSMUSG00000027379;ENSMUSG00000026159;ENSMUSG00000059970;ENSMUSG00000001829;ENSMUSG00000032218","Recent_Treg_vs_Never_Treg"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.247020585048754,0.550182212154043,0.0840745577910723,0.437533221123232,1.13311168971958,135,"ENSMUSG00000002489;ENSMUSG00000028456;ENSMUSG00000032578;ENSMUSG00000020914;ENSMUSG00000023942;ENSMUSG00000017499;ENSMUSG00000027533;ENSMUSG00000063873;ENSMUSG00000053646;ENSMUSG00000018900;ENSMUSG00000039474;ENSMUSG00000057329;ENSMUSG00000037852;ENSMUSG00000020484;ENSMUSG00000063415;ENSMUSG00000020142;ENSMUSG00000026463;ENSMUSG00000039236;ENSMUSG00000023243;ENSMUSG00000060675;ENSMUSG00000021756;ENSMUSG00000025402;ENSMUSG00000030693;ENSMUSG00000029378;ENSMUSG00000015093;ENSMUSG00000003032;ENSMUSG00000048490;ENSMUSG00000068740;ENSMUSG00000024034;ENSMUSG00000003271;ENSMUSG00000047281;ENSMUSG00000028718;ENSMUSG00000054252;ENSMUSG00000031751;ENSMUSG00000020577;ENSMUSG00000029201","Recent_Treg_vs_Never_Treg"
