"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name"
24440.2519520468,9.43924050234649,0.255123736065472,36.9986762028449,1.20264073833607e-299,1.93324498687524e-295,"ENSMUSG00000039521","Foxp3"
33457.2090845303,7.31732710498811,0.341272657305652,21.4412931957644,5.5062237173396e-102,4.4256273128117e-98,"ENSMUSG00000026770","Il2ra"
8455.27969685177,5.45866871308527,0.30068498171911,18.1541115950532,1.19139858993851e-73,6.38391077775384e-70,"ENSMUSG00000025810","Nrp1"
14594.1250343378,4.12702591648507,0.241169635360323,17.1125436679415,1.19657868088219e-65,4.8087505737953e-62,"ENSMUSG00000068227","Il2rb"
13904.7939779568,4.62580535273035,0.279288330659228,16.5628307556269,1.29361973434132e-61,4.15898744590733e-58,"ENSMUSG00000026011","Ctla4"
8312.80246610111,5.08698477732202,0.336270125150529,15.1276738456765,1.06390023822624e-51,2.85036605491448e-48,"ENSMUSG00000026950","Neb"
45301.4345487107,-2.9458158995981,0.217563999896857,-13.5399969709817,9.07926622615363e-42,1.83542057760955e-38,"ENSMUSG00000000782","Tcf7"
2797.08902842802,4.22923507111202,0.312361495511691,13.5395531519784,9.13428592278468e-42,1.83542057760955e-38,"ENSMUSG00000039114","Nrn1"
33909.0079334292,4.99365461102868,0.375803081783205,13.2879554561754,2.71906696510602e-40,4.85655571823103e-37,"ENSMUSG00000025997","Ikzf2"
4802.31692544704,6.64885687749735,0.505075689157274,13.1640801967544,1.41247295387117e-39,2.27055027334791e-36,"ENSMUSG00000031932","Gpr83"
2892.66297758285,8.66530314517045,0.689592794509565,12.5658261138491,3.25457684946036e-36,4.7561202595523e-33,"ENSMUSG00000040264","Gbp2b"
3274.22351017486,3.56531344952686,0.292716018323704,12.1801105041819,3.96743950664883e-34,5.31471583911499e-31,"ENSMUSG00000028268","Gbp3"
5498.66139834012,5.10047011074863,0.42006479937337,12.1421031192264,6.31809169934947e-34,7.81256338977251e-31,"ENSMUSG00000029075","Tnfrsf4"
13985.6898072754,3.80304481321821,0.340106081180702,11.1819371180182,4.99868056492772e-29,5.73955643437236e-26,"ENSMUSG00000026358","Rgs1"
246.849393923015,-25.8442480561795,2.32273610739438,-11.1266398166821,9.30783834097724e-29,9.97490008874728e-26,"ENSMUSG00000059901","Adamts14"
14362.8118876825,3.80522380970426,0.356826413297601,10.6640754941272,1.49882191003918e-26,1.50584763774249e-23,"ENSMUSG00000032420","Nt5e"
12283.7070817998,2.74354249034587,0.259740140677842,10.562643429645,4.4397978229348e-26,4.19822058845158e-23,"ENSMUSG00000031004","Mki67"
100.396901410222,-28.6121810804505,2.78972705017965,-10.2562654215967,1.10913605587122e-24,9.90520116562772e-22,"ENSMUSG00000000901","Mmp11"
5311.52916364832,4.10634847417108,0.401361667588646,10.2310429863463,1.43960490046277e-24,1.21798151447047e-21,"ENSMUSG00000026483","Fam129a"
30125.3747119543,2.19080147792618,0.214407930783936,10.2179125087211,1.6485262836531e-24,1.32500300048618e-21,"ENSMUSG00000069833","Ahnak"
20662.0616310821,2.17802081202952,0.217539481634089,10.0120713521468,1.3489808188817e-23,1.03261269826302e-20,"ENSMUSG00000026009","Icos"
121.555971754516,-29.9800318388896,3.04701575318046,-9.83914566493348,7.63564665758335e-23,5.57922818275693e-20,"ENSMUSG00000051590","Map3k19"
314.239718225602,-24.3773609681089,2.4927502104841,-9.77930354416648,1.38157931872805e-22,9.65603806458845e-20,"ENSMUSG00000011171","Vipr2"
7253.21853040726,3.57991694214508,0.370658768229654,9.65825510952709,4.53522543000196e-22,3.03765619947006e-19,"ENSMUSG00000054469","Lclat1"
2718.79409260547,3.03101418884842,0.315603409485953,9.60387022999929,7.69976755409914e-22,4.95095053728575e-19,"ENSMUSG00000001576","Ergic1"
1042.03589519971,-13.4868294160714,1.42159492506761,-9.48711139738345,2.37524962658145e-21,1.46854375951141e-18,"ENSMUSG00000060131","Atp8b4"
2843.1742803219,9.1914756013068,0.99558180995007,9.23226550489886,2.64967308078454e-20,1.57753684346709e-17,"ENSMUSG00000005947","Itgae"
2456.23511774975,5.38104866477062,0.58469933185506,9.20310383748568,3.47756577123297e-20,1.99649534902036e-17,"ENSMUSG00000025936","Gm4956"
23125.0577835844,1.88431743750041,0.207831894765294,9.06654601608857,1.22849531816918e-19,6.80967663433435e-17,"ENSMUSG00000075010","AW112010"
468.206004861966,11.13314468791,1.24188103052895,8.96474333227241,3.11004334858871e-19,1.66646489428545e-16,"ENSMUSG00000051000","Fam160a1"
70.8815482637258,-28.3398224661835,3.16630389962913,-8.95044296585143,3.54058675396969e-19,1.83596555064719e-16,"ENSMUSG00000033544","Angptl1"
4346.6806076276,2.85252071333712,0.319847692470765,8.91837202670407,4.73192516919192e-19,2.37705303421125e-16,"ENSMUSG00000049103","Ccr2"
76.4543933708412,-29.9998316746205,3.36928367791945,-8.90391980681945,5.39084043018472e-19,2.62599272470362e-16,"ENSMUSG00000083246","Gm11839"
2221.95693098865,3.57134585612497,0.403216907843312,8.857133187264,8.20984237601013e-19,3.88156518218714e-16,"ENSMUSG00000092517","Art2a-ps"
2159.81135829611,-8.4670930339393,0.957399753801244,-8.84384291965995,9.24816007918423e-19,4.24754780779676e-16,"ENSMUSG00000050052","Tdrp"
6757.01821339291,-2.47384133973858,0.280809732870049,-8.80967092719471,1.25513767855659e-18,5.60453838411032e-16,"ENSMUSG00000021728","Emb"
140.044194089416,-29.9795765952409,3.40710476631799,-8.79913552750517,1.37874095604044e-18,5.99007050495948e-16,"ENSMUSG00000107199","RP23-429P17.1"
62.9544803017367,-25.723706316663,2.9894047700601,-8.60495927961802,7.63438584201752e-18,3.22954611606399e-15,"ENSMUSG00000097817","Gm26810"
786.107900767719,-8.67513093509086,1.00895078699977,-8.59817054198189,8.09968754779854e-18,3.33852505976568e-15,"ENSMUSG00000048521","Cxcr6"
1003.11561724772,5.84233384447349,0.686055705210598,8.51583012880867,1.65401139529079e-17,6.64705829482488e-15,"ENSMUSG00000014599","Csf1"
95.7582881603965,-29.9827089395322,3.53242223222459,-8.48786101106895,2.1047508044128e-17,8.25216321486239e-15,"ENSMUSG00000081339","Gm16044"
312.460742487138,-12.0668299176239,1.43033497835241,-8.43636637588459,3.27355544410722e-17,1.25291437533389e-14,"ENSMUSG00000039497","Dse"
146.279998149532,22.1054927768358,2.62132123879796,8.43295833019403,3.37034738007907e-17,1.25996125894816e-14,"ENSMUSG00000104379","Gm37509"
130.120029814062,-23.6490225827843,2.82155110225288,-8.38156805450082,5.22271904468742e-17,1.90807292371251e-14,"ENSMUSG00000086752","Gm11674"
3443.9997250667,3.68603422946908,0.443958845317368,8.30264847372077,1.01815790030494e-16,3.63708627720041e-14,"ENSMUSG00000029530","Ccr9"
5921.03135312415,2.75795359022138,0.333092962549813,8.27983145939007,1.23349734894627e-16,4.31053693137202e-14,"ENSMUSG00000024014","Pim1"
9744.5743477621,2.85929798736282,0.346350631458104,8.25550100869006,1.51266348121986e-16,5.17363094906579e-14,"ENSMUSG00000029468","P2rx7"
64.7100102195495,-25.2324762752642,3.10312714850138,-8.13130595936102,4.24689917481017e-16,1.4222688382307e-13,"ENSMUSG00000103303","Gm37802"
90.9431449475616,-23.9649830752232,2.95035707746401,-8.12273987385364,4.55775497022178e-16,1.49522267645541e-13,"ENSMUSG00000090210","Itga10"
27040.5821481624,1.85539832786657,0.228661185889457,8.11418134061258,4.89070610640862e-16,1.57236201321037e-13,"ENSMUSG00000076617","Ighm"
550.021168356013,-12.0830354245148,1.49232653436473,-8.09677717729416,5.64343038398532e-16,1.77878712593263e-13,"ENSMUSG00000059146","Ntrk3"
6048.00603691992,1.97949339299703,0.24489699214095,8.08296327240203,6.32116652944444e-16,1.95409138386191e-13,"ENSMUSG00000038127","Ccdc50"
453.150846362814,-12.078791422162,1.51452664182007,-7.97529147961791,1.52021615295712e-15,4.61084427524258e-13,"ENSMUSG00000026989","Dapl1"
44.3637443985384,-29.9892059448824,3.76165179257374,-7.97235033930762,1.55684715811258e-15,4.63450334567772e-13,"ENSMUSG00000050335","Lgals3"
