"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name"
24440.2519520468,7.18770031602378,0.248929619379419,28.8744277757813,2.50137048230831e-183,4.0209530503106e-179,"ENSMUSG00000039521","Foxp3"
8312.80246610111,3.67424592497388,0.3360936733185,10.9322079427897,8.08567224188429e-28,6.4988590644145e-24,"ENSMUSG00000026950","Neb"
16.4773237724673,-43.954865688786,4.24915312534816,-10.3443826080484,4.43767332157581e-25,2.37785328814437e-21,"ENSMUSG00000020908","Myh3"
17.2293620514484,43.3374852718621,4.25012333310923,10.1967594526623,2.04998488788337e-24,8.23837676818128e-21,"ENSMUSG00000021214","Akr1c18"
48.383206720328,-42.7643020243273,4.24764557111475,-10.0677660855551,7.67003735933534e-24,2.46591701102631e-20,"ENSMUSG00000103037","Pcdhgb1"
150.798452089414,24.6591566736535,2.46897880041801,9.98759352226054,1.72723990699194e-23,4.62756358414923e-20,"ENSMUSG00000028550","Atg4c"
53.053268861032,39.8761868394689,4.24933510292819,9.38410030594915,6.34558600585624e-21,1.45721850063056e-17,"ENSMUSG00000101823","Gm29438"
58.295399756955,-39.7129301991485,4.29796788147775,-9.23993182226718,2.46654348908231e-20,4.95621082337476e-17,"ENSMUSG00000029417","Cxcl9"
87.1603888857899,-38.3657280103039,4.24738207962231,-9.03279415204283,1.67343264375025e-19,2.98893663869836e-16,"ENSMUSG00000000266","Mid2"
33457.2090845303,3.05131117784443,0.339678933300763,8.98292734316466,2.6365664029206e-19,4.23828049269487e-16,"ENSMUSG00000026770","Il2ra"
55.1145106238053,35.6536145142317,3.99490748766344,8.92476599879538,4.4664242896543e-19,6.52707004147208e-16,"ENSMUSG00000088900","Gm25436"
112.355318191763,24.8748004182502,2.81598366163907,8.83343208169452,1.01511980617787e-18,1.35983757369243e-15,"ENSMUSG00000027624","Epb4.1l1"
5898.52662463186,2.03446998214951,0.240660656070493,8.45368750907743,2.82244084684337e-17,3.49005666253901e-14,"ENSMUSG00000030748","Il4ra"
24.1487890843193,35.5513336642151,4.29842312901459,8.27078502910559,1.33079814733915e-16,1.52804144417691e-13,"ENSMUSG00000024935","Slc1a1"
92.1678443693846,27.4442571849161,3.32440320563269,8.2553936713862,1.51402361864841e-16,1.62252864465155e-13,"ENSMUSG00000099413","Gm17767"
14.3812694627566,34.9896663935436,4.29785669462914,8.14118963930761,3.91412760508015e-16,3.93247507822896e-13,"ENSMUSG00000068874","Selenbp1"
69.0525738006331,33.2261695467016,4.14644212196465,8.01317577078792,1.11783700499765e-15,1.05701352090219e-12,"ENSMUSG00000104632","RP23-237H9.2"
40530.9459100328,1.90185860614807,0.238205270873786,7.98411638487958,1.41532440385781e-15,1.21686215160227e-12,"ENSMUSG00000026581","Sell"
51.3769836974265,32.8770813535577,4.1188350682302,7.9821310659289,1.4382818588145e-15,1.21686215160227e-12,"ENSMUSG00000052675","Zfp112"
13802.6601694035,-3.11651127944581,0.39294295068918,-7.93120546883403,2.17028796338852e-15,1.74436895057352e-12,"ENSMUSG00000025809","Itgb1"
124.863462153187,25.8569708799036,3.26292951835216,7.9244650350161,2.29130611199331e-15,1.75394027382345e-12,"ENSMUSG00000014932","Yes1"
89.2724362726727,28.8061261012057,3.66424668574118,7.86140469562272,3.79849384108456e-15,2.7754903861561e-12,"ENSMUSG00000039452","Snx22"
11.283084062302,33.3581018892673,4.29935314589483,7.75886528910022,8.56926111782525e-15,5.98916836821917e-12,"ENSMUSG00000024883","Rin1"
315.323772396226,-32.8514186227134,4.29784758179192,-7.64369094006273,2.11081723443536e-14,1.41380779348118e-11,"ENSMUSG00000025702","March8"
183.052464702051,27.5361654684636,3.62185421944968,7.60278128274515,2.89833106044172e-14,1.86362687186403e-11,"ENSMUSG00000077082","Gm23766"
1301.0297078082,-7.60634097277014,1.00930856501894,-7.5361898594682,4.83901907776226e-14,2.99181660288571e-11,"ENSMUSG00000027718","Il21"
