"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_name"
24440.2519520468,8.10367091904058,0.256753959087894,3.02234679763058e-222,4.85842247719117e-218,"ENSMUSG00000039521","Foxp3"
33457.2090845303,6.24849487202636,0.343454747717862,9.33516402557286e-76,7.50313808555418e-72,"ENSMUSG00000026770","Il2ra"
14594.1250343378,3.52772462943492,0.242734504082015,2.62675074585105e-49,1.40750060798519e-45,"ENSMUSG00000068227","Il2rb"
13904.7939779568,4.03485837237706,0.280855718978446,3.63610330097814e-48,1.46125901408059e-44,"ENSMUSG00000026011","Ctla4"
8312.80246610111,3.89510696101296,0.341198816557993,6.81884226317148e-32,2.19225778760963e-28,"ENSMUSG00000026950","Neb"
2892.66297758285,7.26795903942507,0.737391654840349,5.95336012602936e-27,1.59500440043203e-23,"ENSMUSG00000040264","Gbp2b"
4802.31692544704,5.31128032546176,0.520206602392558,8.44595811982357e-27,1.9395539539452e-23,"ENSMUSG00000031932","Gpr83"
253.780204559172,0.0328725308030962,0.259973756086833,2.90275960879236e-21,5.83273258891715e-18,"ENSMUSG00000032783","Troap"
123.409258239492,0.0342893784610732,0.260241680232876,9.65701043809086e-20,1.55236442792311e-16,"ENSMUSG00000051378","Kif18b"
8455.27969685177,2.6711846034498,0.304987111428068,9.50266111550593e-20,1.55236442792311e-16,"ENSMUSG00000025810","Nrp1"
122.975256579748,0.0340292896165942,0.260174344138773,3.84398850841034e-19,5.61746502479057e-16,"ENSMUSG00000005233","Spc25"
3274.22351017486,2.53155420641797,0.296944911403689,7.39682850481175e-19,9.90866818457074e-16,"ENSMUSG00000028268","Gbp3"
146.279998149532,0.0341455245795419,0.260116178308482,8.01337910528162e-19,9.90885147056938e-16,"ENSMUSG00000104379","Gm37509"
23917.151396324,-2.67659747626195,0.321300110435409,3.85884665966512e-18,4.4210675854923e-15,"ENSMUSG00000003882","Il7r"
12283.7070817998,2.19422098303902,0.263253696223183,4.1254129880177e-18,4.4210675854923e-15,"ENSMUSG00000031004","Mki67"
4346.6806076276,2.66518645259451,0.325732398233128,1.02446363891629e-17,1.02926581222371e-14,"ENSMUSG00000049103","Ccr2"
2456.23511774975,4.60654806338153,0.633278911927081,3.25745742042608e-16,3.08021341372643e-13,"ENSMUSG00000025936","Gm4956"
123.067477196737,0.0234517602230903,0.258422124475203,1.42086068920629e-15,1.26890753216617e-12,"ENSMUSG00000028028","Alpk1"
13985.6898072754,2.59694294041491,0.348638897190665,2.92037064194608e-15,2.47078726680438e-12,"ENSMUSG00000026358","Rgs1"
5498.66139834012,3.19326576900593,0.428808123363756,3.83745657262005e-15,3.08435572024336e-12,"ENSMUSG00000029075","Tnfrsf4"
2797.08902842802,2.34995574892599,0.320518061647972,7.5852861713357e-15,5.80635596210578e-12,"ENSMUSG00000039114","Nrn1"
88.283887760664,0.0227576256188257,0.258288351976779,7.95138816261667e-13,5.71942114068063e-10,"ENSMUSG00000087597","Gm15345"
8587.96464594411,1.98973009325671,0.295470698529097,8.18330863052283e-13,5.71942114068063e-10,"ENSMUSG00000008496","Pou2f2"
6048.00603691992,1.67940854722819,0.250448580355476,1.16280584072416e-12,7.78837662068371e-10,"ENSMUSG00000038127","Ccdc50"
83.5508749054796,0.0215728610894585,0.258084777914007,1.45829160307682e-12,9.37681500778394e-10,"ENSMUSG00000005124","Wisp1"
53.053268861032,0.0129686591459624,0.257325764992911,1.66380311451977e-12,1.02867827176559e-09,"ENSMUSG00000101823","Gm29438"
468.206004861966,8.27011759556876,1.19946557303969,2.92591431556055e-12,1.67978830795128e-09,"ENSMUSG00000051000","Fam160a1"
517.501983131707,9.86604052872139,1.60924980821039,3.0683927827562e-12,1.70084186147607e-09,"ENSMUSG00000052117","D630039A03Rik"
108.403962793441,0.0151717927812957,0.257358309014127,3.45173136275459e-12,1.849552721876e-09,"ENSMUSG00000075592","Nynrin"
33909.0079334292,2.47112125918659,0.394884189374889,5.72353902274191e-12,2.96793192872826e-09,"ENSMUSG00000025997","Ikzf2"
143.363903807372,0.0165968096393854,0.257621869337029,7.96977287398288e-12,4.00356559216484e-09,"ENSMUSG00000102900","Gm37811"
57.8104235112927,0.0186129343101962,0.257824381487438,8.95414621059254e-12,4.3617545556144e-09,"ENSMUSG00000048794","Ccdc37"
58.295399756955,-0.00584901443159961,0.256912710696354,1.18511972007151e-11,5.44308557147131e-09,"ENSMUSG00000029417","Cxcl9"
446.560807447627,7.90886417402382,1.33102655184963,1.25289756109125e-11,5.59453563737272e-09,"ENSMUSG00000042064","Myo3b"
1457.32660714055,2.60087367927771,0.418430712819969,1.49344632181478e-11,6.31767095346648e-09,"ENSMUSG00000024402","Lta"
61.5383914380364,0.018525321506127,0.257819835481015,1.618858930596e-11,6.67260443828992e-09,"ENSMUSG00000019320","Noxo1"
1588.73483159984,-3.12981190312285,0.50498068926111,1.85431427271594e-11,7.09716712712111e-09,"ENSMUSG00000019970","Sgk1"
201.824636011946,0.0183144089414965,0.257745569395423,1.82640032004168e-11,7.09716712712111e-09,"ENSMUSG00000062995","Ica1"
14362.8118876825,2.29119699545779,0.365672713757378,1.78652246428126e-11,7.09716712712111e-09,"ENSMUSG00000032420","Nt5e"
11286.8346019878,2.06594284291516,0.332620813877226,2.22895344157747e-11,8.33265734264134e-09,"ENSMUSG00000031933","Izumo1r"
79.2722224721001,0.016405141004953,0.257598957059198,3.38727117625372e-11,1.23750873086997e-08,"ENSMUSG00000035860","Cdhr3"
45301.4345487107,-1.37318517194644,0.222583531657796,4.54342570426348e-11,1.62301262657856e-08,"ENSMUSG00000000782","Tcf7"
2843.1742803219,6.03181928254671,1.25208167845396,5.38596488113429e-11,1.8821605535703e-08,"ENSMUSG00000005947","Itgae"
239.525907507395,0.00747893090706668,0.256969669099925,1.48948833889771e-10,4.88643368322055e-08,"ENSMUSG00000031387","Renbp"
