"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_name"
24440.2519520468,7.1703350861687,0.250418128148471,2.68170398024184e-183,4.31083914823876e-179,"ENSMUSG00000039521","Foxp3"
8312.80246610111,3.61096921532298,0.343587705716675,8.11680267923165e-28,6.52388015343244e-24,"ENSMUSG00000026950","Neb"
150.798452089414,0.0263707924349442,0.210651687207751,1.21062864485116e-20,6.48695182199413e-17,"ENSMUSG00000028550","Atg4c"
92.1678443693846,0.0143175664619408,0.208900312514066,1.80419694240318e-19,7.25061646228276e-16,"ENSMUSG00000099413","Gm17767"
33457.2090845303,2.97463498466517,0.346757463264923,2.63343279160446e-19,8.46648642500833e-16,"ENSMUSG00000026770","Il2ra"
5898.52662463186,1.97570095122819,0.244185167561634,2.86202074522028e-17,7.66783057990268e-14,"ENSMUSG00000030748","Il4ra"
112.355318191763,0.019067584173293,0.20944724427672,1.31274047197416e-16,3.01461472671209e-13,"ENSMUSG00000027624","Epb4.1l1"
40530.9459100328,1.8421125045756,0.242530049162659,1.42233021130406e-15,2.85799476833909e-12,"ENSMUSG00000026581","Sell"
13802.6601694035,-3.01030530696503,0.402633192133225,2.16688956251846e-15,3.87030552416491e-12,"ENSMUSG00000025809","Itgb1"
74.431282028569,0.00825239552643801,0.208386432564184,1.94585634377518e-14,3.1279640726186e-11,"ENSMUSG00000089651","Gm16353"
1301.0297078082,-0.158885990700129,0.318440495591611,4.81741453541821e-14,7.03999442334979e-11,"ENSMUSG00000027718","Il21"
124.863462153187,0.0138145724747918,0.2088432109221,2.02655180902463e-13,2.71473502750591e-10,"ENSMUSG00000014932","Yes1"
89.2724362726727,0.00775493106140758,0.208374807253495,2.52323245070711e-13,3.12007397270129e-10,"ENSMUSG00000039452","Snx22"
8455.27969685177,-2.08684967876219,0.305929348608189,3.35896345882584e-13,3.8568098286161e-10,"ENSMUSG00000025810","Nrp1"
1816.59466300278,-0.0445079211957625,0.215422266050323,3.89390815449562e-13,4.17297157223447e-10,"ENSMUSG00000036169","Sostdc1"
190.114233200813,-0.0101853428748874,0.208557299986415,1.49076540265847e-12,1.23753101531918e-09,"ENSMUSG00000056486","Chn1"
69.0525738006331,0.0094011394357171,0.208483984807173,1.66971069771356e-12,1.23753101531918e-09,"ENSMUSG00000104632","RP23-237H9.2"
53.053268861032,0.00848646833710331,0.208428545649659,1.66382586926815e-12,1.23753101531918e-09,"ENSMUSG00000101823","Gm29438"
87.1603888857899,-0.00750105543280777,0.20839182156632,1.62572767439662e-12,1.23753101531918e-09,"ENSMUSG00000000266","Mid2"
58.295399756955,-0.00553308725250832,0.20827777133715,2.94770323385015e-12,1.89537317936565e-09,"ENSMUSG00000029417","Cxcl9"
4403.10718287896,-1.42581434335344,0.218501096590202,3.98138329430707e-12,2.28574058771379e-09,"ENSMUSG00000069094","Pde7a"
1678.49567618024,2.93006314181436,0.462667830251409,4.19258701374811e-12,2.32399435331038e-09,"ENSMUSG00000103216","Gm37248"
14032.0847307353,1.51621832959145,0.234371461563279,4.56279039863285e-12,2.44489518860077e-09,"ENSMUSG00000038332","Sesn1"
68.6715104698858,0.00937452855783872,0.208482678833168,1.70083219289997e-11,7.811679285962e-09,"ENSMUSG00000060112","Olfr60"
104.070545070521,0.0112792308468603,0.208618822464292,2.65212228759587e-11,1.15223961548929e-08,"ENSMUSG00000004748","Mtfp1"
61.7462003116389,-0.00834903379186387,0.208440415445734,3.57933872400112e-11,1.51415447337679e-08,"ENSMUSG00000026883","Dab2ip"
65.7942534557575,0.0132341144993218,0.208766070789885,5.19329270743024e-11,2.08705450679853e-08,"ENSMUSG00000071324","Armc2"
143.699920454324,-0.0168616118251537,0.209212309639055,9.41536457543767e-11,3.50609088277217e-08,"ENSMUSG00000097519","4930558J18Rik"
125.757355115592,0.00999254626805769,0.208518963907136,1.60897160909889e-10,5.74760413694772e-08,"ENSMUSG00000047342","Zfp286"
4346.6806076276,1.92924328516848,0.329791329445829,2.39295515179757e-10,8.36233784024913e-08,"ENSMUSG00000049103","Ccr2"
55.1145106238053,0.0105560871208896,0.208554032047191,2.77977020974807e-10,9.50740555780855e-08,"ENSMUSG00000088900","Gm25436"
315.323772396226,-0.00534270086428645,0.208274849973496,6.16467195982729e-10,2.06452295321299e-07,"ENSMUSG00000025702","March8"
304.319880210248,0.00803509495217507,0.208367695973623,9.87075870763883e-10,3.05139319664027e-07,"ENSMUSG00000001583","Tnk1"
907.147795271099,-4.06923475079404,0.765735376508658,9.70780093851534e-10,3.05139319664027e-07,"ENSMUSG00000074607","Tox2"
183.052464702051,0.00921364363651806,0.208439764020433,1.40431202387011e-09,4.25930486485132e-07,"ENSMUSG00000077082","Gm23766"
2345.29003030067,-2.4595157080035,0.45377098247624,1.81062425222887e-09,5.29196088265073e-07,"ENSMUSG00000033538","Casp4"
446.187898887323,-0.0319510235106717,0.211891643007377,2.84136144542295e-09,8.15622950628106e-07,"ENSMUSG00000025279","Dnase1l3"
1092.80183953521,2.98307586844994,0.553865942994051,3.10673626240481e-09,8.76154130143111e-07,"ENSMUSG00000040229","Gpr34"
4802.31692544704,2.75874718984811,0.519976490505927,4.55670001568962e-09,1.24150767376628e-06,"ENSMUSG00000031932","Gpr83"
51.3769836974265,0.00855196091260325,0.208424632120017,4.92767641725888e-09,1.32020664012394e-06,"ENSMUSG00000052675","Zfp112"
2519.82463516638,2.02632569975241,0.382755638793025,5.03731104228963e-09,1.32745532794764e-06,"ENSMUSG00000027381","Bcl2l11"
2357.15675110361,2.86969919162227,0.553289011993814,5.73956788322703e-09,1.48812183423991e-06,"ENSMUSG00000017493","Igfbp4"
2553.36288051683,-2.66880848201155,0.526075964815119,7.77766575999537e-09,1.95353089206134e-06,"ENSMUSG00000020644","Id2"
30125.3747119543,-1.15886501616423,0.220749358259917,8.52060433654727e-09,2.10721099553842e-06,"ENSMUSG00000069833","Ahnak"
4308.90438481717,-1.95930167598179,0.380395504142298,1.14122813095627e-08,2.77958215229122e-06,"ENSMUSG00000043733","Ptpn11"
